"year","actual_west_germany","synthetic_west_germany","gap"
1960,2399.63403023951,2317.40414343621,82.2298868032995
1961,2477.46573972236,2408.31743609635,69.1483036260083
1962,2562.63975669499,2493.49111559452,69.1486411004648
1963,2610,2575.31781237376,34.6821876262397
1964,2755.71952273091,2708.85165964821,46.8678630826989
1965,2871.04130233157,2805.39715008575,65.6441522458194
1966,2924.47030195127,2922.5674450507,1.90285690057408
1967,2908.69065509837,3007.03457186528,-98.3439167669085
1968,3056.88806543643,3140.53767400898,-83.6496085725498
1969,3253.38220530283,3298.1978333133,-44.8156280104704
1970,3384.63903579721,3408.66700877904,-24.0279729818312
1971,3453.89227268052,3520.42211255965,-66.529839879131
1972,3580.97490192185,3669.80795279929,-88.8330508774384
1973,3733.43859813116,3823.05877325223,-89.6201751210715
1974,3762.05083990195,3857.95934940917,-95.9085095072201
1975,3742.99997484234,3782.10271881022,-39.1027439678783
1976,3947.23319053356,3897.29590795121,49.9372825823507
1977,4087.98873727725,4039.15867112979,48.830066147465
1978,4216.09880037493,4115.08829779133,101.010502583595
1979,4388.60719816614,4253.72555256264,134.881645603493
1980,4435.68284581873,4313.9903453311,121.692500487634
1981,4450.72095618522,4346.59948957003,104.121466615199
1982,4436.31719233283,4331.03808439077,105.279107942063
1983,4521.69387745996,4437.11371046597,84.5801669939856
1984,4668.15574470781,4564.61690381508,103.538840892733
1985,4788.92827045131,4703.67545447206,85.2528159792491
1986,4895.02373155605,4806.21251015518,88.8112214008706
1987,4962.65572714402,4898.21057771222,64.4451494318018
1988,5115.5053639067,5065.66843059522,49.836933311477
1989,5262.31111364916,5239.77855001907,22.5325636300868
1990,5434.59480515455,5384.82401155898,49.7707935955768
1991,5638.93055598364,5413.89689606795,225.033659915694
1992,5653.27897979022,5454.92271845121,198.356261339013
1993,5488.2721060146,5454.66583361444,33.6062724001549
1994,5552.8400131442,5550.52154456942,2.31846857477649
1995,5581.53686075733,5646.07936701243,-64.5425062550976
1996,5610.23370837049,5760.41452575837,-150.180817387878
1997,5703.49846311322,5893.5400157106,-190.041552597381
1998,5832.6342773724,6046.32641689752,-213.692139525117
1999,5947.42166782497,6206.74449552568,-259.322827700709
2000,6119.60275350386,6394.67632086842,-275.073567364554
2001,6212.86750824659,6435.73243266575,-222.864924419153
2002,6169.82223682689,6454.44247080007,-284.620233973181
2003,6119.60275350386,6499.55371558007,-379.950962076205
