"year","actual_west_germany","synthetic_west_germany","gap"
1960,3255.65598980755,3163.86067663121,91.7953131763352
1961,3361.25262161957,3280.28992024835,80.9627013712129
1962,3476.81078383868,3426.32056876602,50.4902150726575
1963,3541.06585684217,3542.86115620902,-1.79529936684867
1964,3738.76793600607,3748.77064020088,-10.0027041948083
1965,3895.22847864751,3906.11943297812,-10.890954330614
1966,3967.7172167006,4054.9927619406,-87.275545240002
1967,3946.30849305928,4215.63528316077,-269.326790101489
1968,4147.37239720508,4442.23753946617,-294.865142261087
1969,4413.96193350795,4692.5262756901,-278.564342182156
1970,4592.04204114816,4814.53213382707,-222.490092678912
1971,4686,4952.66815882951,-266.668158829511
1972,4858.41684268361,5140.64447835494,-282.227635671331
1973,5065.26894576971,5364.24276968779,-298.973823918077
1974,5104.0880386518,5371.21417991763,-267.126141265827
1975,5078.24115443499,5252.7540747093,-174.512920274306
1976,5355.33052873279,5376.80059390861,-21.4700651758276
1977,5546.29783169648,5530.46126795259,15.8365637438919
1978,5720.10862493521,5674.62774961039,45.4808753248199
1979,5954.15598027505,5819.48532297354,134.670657301514
1980,6018.02493375833,5908.14282810475,109.882105653571
1981,6038.42759244423,5970.6706721024,67.7569203418225
1982,6018.88557083974,5920.89371115737,97.9918596823727
1983,6134.71869906734,6039.6099249767,95.1087740906396
1984,6333.42793946608,6259.42987419367,73.9980652724062
1985,6497.28367408482,6464.07690784817,33.2067662366508
1986,6641.22659166486,6605.5432905985,35.6833010663604
1987,6732.98496346818,6752.72142452692,-19.7364610587429
1988,6940.3606837636,7006.41714575923,-66.0564619956349
1989,7139.53647993261,7265.03730411586,-125.500824183247
1990,7373.27896946537,7482.54610655645,-109.267137091077
1991,7650.50745628265,7520.94526797856,129.56218830409
1992,7669.97439637498,7561.08683541191,108.887560963066
1993,7446.10458531325,7556.38041562543,-110.275830312183
1994,7533.70581572872,7671.54867188636,-137.842856157641
1995,7572.63969591334,7798.51126309012,-225.871567176782
1996,7611.573576098,7968.02727053022,-356.453694432227
1997,7738.10868669809,8153.60782825382,-415.499141555733
1998,7913.31114752901,8312.17268693588,-398.861539406872
1999,8069.04666826756,8486.22287165621,-417.17620338865
2000,8302.64994937542,8748.55404274786,-445.904093372441
2001,8429.18505997552,8808.92147143845,-379.736411462931
2002,8370.78423969857,8792.91129449482,-422.127054796245
2003,8302.64994937542,8835.76719585984,-533.117246484417
