"year","actual_west_germany","synthetic_west_germany","gap"
1960,10564.9569556986,9366.05475677796,1198.90219892068
1961,10907.6294841394,9860.11231299894,1047.51717114048
1962,11282.6282596694,10177.3676282535,1105.26063141589
1963,11491.1429438351,10560.1053066731,931.03763716207
1964,12132.7076432253,11153.0338941371,979.673749088231
1965,12640.4390815121,11498.3268028437,1142.11227866843
1966,12875.6729021926,12072.851971787,802.820930405684
1967,12806.1992709321,12471.9026506313,334.296620300831
1968,13458.6734571777,13086.9824455764,371.691011601211
1969,14323.7854299097,13877.1946533439,446.590776565839
1970,14901.6747025403,14435.1933060916,466.481396448635
1971,15206.5784743216,14966.2434872734,240.334987048223
1972,15766.0898376514,15722.4087433149,43.6810943364744
1973,16437.3473575313,16416.937099936,20.4102575952675
1974,16563.3195261641,16650.3402314481,-87.0207052840124
1975,16479.4435822547,16465.5131729381,13.9304093165374
1976,17378.6286686098,17038.4905625618,340.138106047998
1977,17998.3382884448,17749.6052505642,248.733037880611
1978,18562.3731725824,17990.4315912432,571.941581339208
1979,19321.882236962,18780.2075849741,541.674651987974
1980,19529.1439213872,19109.5093169996,419.634604387538
1981,19595.3527627,19259.1803205929,336.172442107079
1982,19531.9367821034,19430.7493056779,101.187476425563
1983,19907.8278521673,19957.7108609263,-49.8830087590104
1984,20552.6608990508,20342.2501387651,210.410760285689
1985,21084.3905377507,20966.5004057648,117.890131985885
1986,21551.5009244352,21438.2009237854,113.300000649793
1987,21849.2667975686,21864.0357910607,-14.7689934920563
1988,22522.2235121101,22674.330764088,-152.107251977926
1989,23168.5705830938,23481.8025401208,-313.231957026986
1990,23927.0903248486,24246.0742101751,-318.983885326496
1991,24826.7268464245,24598.0261135515,228.700732872978
1992,24889.899179367,24778.2457500723,111.653429294704
1993,24163.4173505276,24707.8352941826,-544.417943655004
1994,24447.6928487691,25115.6727221322,-667.979873363041
1995,24574.0375146542,25621.4376523588,-1047.40013770468
1996,24700.3821805393,26150.8745747091,-1450.49239416983
1997,25111.0023446659,26649.4532400204,-1538.4508953545
1998,25679.553341149,27241.0592306196,-1561.50588947057
1999,26184.9320046893,27901.3582333168,-1716.4262286275
2000,26943,28718.1724628208,-1775.17246282079
2001,27353.6201641266,28906.2075126906,-1552.58734856396
2002,27164.103165299,29050.3067824892,-1886.20361719021
2003,26943,29275.6033964109,-2332.60339641092
