"year","actual_west_germany","synthetic_west_germany","gap"
1960,2599.45898671856,2657.61524039062,-58.156253672058
1961,2683.77198366612,2781.36452480657,-97.5925411404514
1962,2776.03870478456,2887.95966336288,-111.920958578316
1963,2827.34278220678,2983.3868159917,-156.044033784926
1964,2985.19682083508,3139.87706397849,-154.680243143413
1965,3110.12180213207,3240.08433926431,-129.962537132246
1966,3168,3347.28475497639,-179.284754976394
1967,3150.90633308991,3466.06485561149,-315.158522521578
1968,3311.44460069951,3630.18563845536,-318.741037755847
1969,3524.30141606242,3830.96645942251,-306.665043360088
1970,3666.48840928603,3955.45175561537,-288.963346329344
1971,3741.50857765633,4075.20314337523,-333.694565718901
1972,3879.17377096259,4219.17222873708,-339.998457774488
1973,4044.33359127905,4381.86820907404,-337.534617794985
1974,4075.32846302364,4389.88411482131,-314.555651797669
1975,4054.69117343703,4237.07964143068,-182.388467993654
1976,4275.93152143375,4300.14847237597,-24.2169509422247
1977,4428.40821842277,4423.10954380894,5.2986746138331
1978,4567.18640318417,4517.15262974361,50.0337734405684
1979,4754.0601094543,4633.44336945507,120.616739999235
1980,4805.05589206284,4737.54019702374,67.515695039102
1981,4821.34627244702,4794.85097025498,26.4953021920437
1982,4805.7430625755,4749.11689296572,56.6261696097854
1983,4898.22932865325,4824.07123301453,74.1580956387179
1984,5056.88752912518,4989.12832837546,67.7592007497233
1985,5187.71715707529,5155.6278937217,32.0892633535832
1986,5302.6475157647,5258.60358440058,44.0439313641255
1987,5375.91143705661,5364.83239488646,11.0790421701495
1988,5541.48933639144,5557.58154407885,-16.0922076874112
1989,5700.52005551818,5762.5051879136,-61.9851323954217
1990,5887.15034351424,5933.93716905425,-46.7868255400135
1991,6108.50176506728,5932.65207706385,175.849688003434
1992,6124.045026556,5939.85331305061,184.191713505398
1993,5945.29751943569,5919.61430942261,25.6832100130823
1994,6015.24219613495,5991.75798233186,23.4842138030899
1995,6046.32871911238,6066.47608689215,-20.147367779773
1996,6077.41524208983,6170.23453584542,-92.8192937555914
1997,6178.44644176651,6302.90230690702,-124.45586514051
1998,6318.33579516501,6421.83346971701,-103.497674551999
1999,6442.68188707476,6531.05916755843,-88.3772804836699
2000,6629.20102493941,6735.17671236183,-105.975687422426
2001,6730.23222461609,6782.59035783672,-52.3581332206295
2002,6683.60244014994,6759.77517430852,-76.172734158572
2003,6629.20102493941,6776.93959476183,-147.738569822428
