"year","actual_west_germany","synthetic_west_germany","gap"
1960,8343.24036936312,7960.60713665131,382.633232711808
1961,8613.85190945243,8294.48192535348,319.369984098948
1962,8909.99177406167,8596.07750283922,313.914271222458
1963,9074.65767263863,8889.65584541764,185.001827220995
1964,9581.30701555178,9372.11797569725,209.189039854529
1965,9982.26704316688,9707.7580367828,274.509006384089
1966,10168.0332812283,10123.1070392743,44.9262419539809
1967,10113.1693374026,10448.5179650651,-335.348627662492
1968,10628.4339990077,10945.0203273917,-316.586328384021
1969,11311.6206097231,11537.4616142721,-225.841004549033
1970,11767.9849024174,11931.4535845191,-163.4686821017
1971,12008.7701198267,12326.1380613244,-317.367941497787
1972,12450.6212142726,12862.0169150785,-411.395700805922
1973,12980.7192413242,13410.7201025199,-430.0008611957
1974,13080.2005820586,13534.0914002034,-453.890818144824
1975,13013.9630039806,13291.0905837591,-277.127579778578
1976,13724.0574552373,13692.356673225,31.7007820122399
1977,14213.4476476603,14188.3212221383,25.126425521983
1978,14658.8710066762,14452.4110810401,206.459925636111
1979,15258.6620624657,14954.4067249037,304.25533756201
1980,15422.3384560155,15184.3756416837,237.962814331817
1981,15474.6241662145,15305.6965413355,168.927624878952
1982,15424.5440029356,15287.5056657499,137.03833718567
1983,15721.3885204656,15658.1997140561,63.1888064094983
1984,16230.618906431,16087.2581743504,143.36073208054
1985,16650.5305261177,16583.7787435302,66.7517825874165
1986,17019.4117483959,16947.9468164099,71.4649319859964
1987,17254.5601038282,17283.8007465496,-29.2406427213828
1988,17786,17898.0540409769,-112.05404097692
1989,18296.4260242482,18529.2941165371,-232.868092288889
1990,18895.4358031716,19077.6250210516,-182.189217880019
1991,19605.8867568327,19229.2184775086,376.668279324131
1992,19655.7745093947,19363.9158399021,291.858669492558
1993,19082.0653549326,19345.2397369642,-263.174382031597
1994,19306.5602414612,19670.0989579638,-363.538716502524
1995,19406.335746585,20022.5165358562,-616.180789271162
1996,19506.1112517089,20436.0422563733,-929.931004664399
1997,19830.3816433613,20887.4889542634,-1057.10731090211
1998,20279.3714164186,21384.3649043087,-1104.99348789011
1999,20678.4734369138,21917.5186785288,-1239.04524161493
2000,21277.1264676568,22578.6437654043,-1301.51729774743
2001,21601.3968593093,22728.549126892,-1127.1522675827
2002,21451.7336016236,22784.666429846,-1332.93282822245
2003,21277.1264676568,22935.4746168043,-1658.34814914752
