"year","actual_west_germany","synthetic_west_germany","gap"
1960,3569.1407317078,3391.4617130403,177.679018667503
1961,3684.90518621754,3537.01176702009,147.893419197449
1962,3811.59035963535,3661.99568590283,149.594673732525
1963,3882.0325067767,3787.33416579826,94.6983409784366
1964,4098.77117501938,3990.35722029077,108.413954728607
1965,4270.29718925274,4129.16436211217,141.132827140573
1966,4349.76581504901,4308.82386525435,40.9419497946583
1967,4326.29566101513,4443.03079694847,-116.735135933345
1968,4546.71986191646,4650.39466427095,-103.674802354491
1969,4838.97911032738,4900.24142472309,-61.2623143957107
1970,5034.20642171268,5070.54005673726,-36.3336350245781
1971,5137.21152392744,5240.486439538,-103.274915610558
1972,5326.23025870197,5471.92691405638,-145.696655354409
1973,5553,5704.41933955283,-151.419339552825
1974,5595.55695503676,5760.05272753752,-164.495772500759
1975,5567.22129318097,5657.59299984552,-90.3717066645422
1976,5870.99140133302,5831.48266601509,39.5087353179324
1977,6080.3468066848,6048.13616085306,32.2106458317357
1978,6270.89371449721,6156.38240580717,114.511308690036
1979,6527.47731906328,6376.76738322503,150.709935838248
1980,6597.49616751728,6475.3204995573,122.175667959977
1981,6619.8633833346,6527.04666799638,92.8167153382228
1982,6598.43967471586,6523.94379290467,74.4958818111936
1983,6725.42629041867,6685.22782547093,40.1984649477445
1984,6943.26909871729,6863.39866961959,79.8704290976912
1985,7122.90238257238,7074.66838050689,48.2340020654938
1986,7280.70545875248,7229.97344891385,50.7320098386253
1987,7381.2991772853,7371.85380259913,9.44537468616909
1988,7608.64295451202,7632.51870726325,-23.875752751238
1989,7826.9972428959,7899.95132211603,-72.9540792201205
1990,8083.24662634856,8132.24275094384,-48.9961245952745
1991,8387.16924206318,8197.09993288903,190.069309174158
1992,8408.51063962569,8255.76886750562,152.741772120071
1993,8163.08456765689,8247.3192416443,-84.234673987411
1994,8259.12085668818,8386.70757050181,-127.586713813633
1995,8301.80365181315,8536.91422455566,-235.110572742511
1996,8344.48644693817,8711.28556337804,-366.799116439868
1997,8483.20553109443,8901.72586280059,-418.520331706161
1998,8675.27810915696,9116.42763665638,-441.149527499418
1999,8846.00928965695,9345.85080375487,-499.841514097923
2000,9102.10606040696,9626.67153273034,-524.565472323378
2001,9240.82514456323,9689.23598398905,-448.410839425827
2002,9176.80095187574,9717.94165563762,-541.140703761876
2003,9102.10606040696,9785.16876257391,-683.062702166944
