"year","actual_west_germany","synthetic_west_germany","gap"
1960,3096.10617239357,2976.33662519891,119.769547194661
1961,3196.52783382238,3101.56497002646,94.9628637959227
1962,3306.42284129158,3212.69835731507,93.7244839765108
1963,3367.52896821548,3321.34959881044,46.1793694050339
1964,3555.54226861045,3498.49142226746,57.0508463429887
1965,3704.33515499795,3621.18991987347,83.1452351244775
1966,3773.27144004091,3774.13540439877,-0.863964357855821
1967,3752.9118929584,3891.98348750433,-139.071594545932
1968,3944.12226549783,4072.8151240154,-128.692858517564
1969,4197.64705786745,4289.40278422073,-91.7557263532854
1970,4367,4435.91002655687,-68.9100265568704
1971,4456.35336450086,4582.380548722,-126.027184221134
1972,4620.32058110131,4779.48281846609,-159.162237364778
1973,4817.03549052125,4980.81106277723,-163.775572255971
1974,4853.95217749777,5025.34779858859,-171.395621090821
1975,4829.37197061739,4928.15226519947,-98.7802945820758
1976,5092.88203579439,5073.58837717974,19.2936586146534
1977,5274.49061092711,5257.19227751536,17.2983334117516
1978,5439.78346479735,5354.49089066455,85.2925741328045
1979,5662.36086971013,5538.74206528475,123.618804425379
1980,5723.09979965941,5625.07998861648,98.0198110429328
1981,5742.50258597603,5670.94710277392,71.555483202108
1982,5723.91825952995,5660.07695705697,63.8413024729825
1983,5834.07475775823,5795.82183657805,38.2529211801766
1984,6023.0458614732,5956.84774370919,66.1981177640082
1985,6178.87152392753,6140.9048354833,37.966688444224
1986,6315.76023606024,6274.76693273515,40.9933033250882
1987,6403.02180859691,6397.82567610584,5.19613249106897
1988,6600.23467433619,6622.99229831698,-22.7576239807886
1989,6789.64946933938,6855.28917096695,-65.639701627566
1990,7011.93694899284,7054.83302835609,-42.8960793632477
1991,7275.57930920703,7103.52709243084,172.05221677619
1992,7294.09223365794,7152.09321186376,141.999021794174
1993,7081.19360247246,7145.34726479458,-64.1536623221173
1994,7164.50176250158,7264.85465397238,-100.352891470807
1995,7201.52761140337,7391.48037474023,-189.95276333686
1996,7238.5534603052,7541.16723636677,-302.61377606157
1997,7358.8874692361,7708.38013493651,-349.49266570041
1998,7525.50378929429,7894.10656957106,-368.602780276765
1999,7673.60718490154,8090.67939840127,-417.072213499739
2000,7895.76227831243,8335.03898604249,-439.276707730061
2001,8016.09628724334,8389.66329886874,-373.567011625403
2002,7960.55751389063,8410.05735956584,-449.499845675211
2003,7895.76227831243,8465.46414049548,-569.701862183045
