"year","actual_west_germany","synthetic_west_germany","gap"
1960,2511.59753606253,2469.88936923134,41.7081668311935
1961,2593.06076224671,2591.11199493821,1.94876730850046
1962,2682.2088775298,2681.60717828891,0.6016992408845
1963,2731.7788823277,2771.99995406688,-40.2210717391781
1964,2884.29747042701,2915.3334045914,-31.0359341643916
1965,3005,3002.13603667339,2.86396332660979
1966,3060.92192063793,3112.95915881435,-52.0372381764164
1967,3044.40601793933,3214.83579078063,-170.429772841295
1968,3199.51810835204,3361.40771366528,-161.889605313242
1969,3405.18038489923,3547.1904224644,-142.010037565166
1970,3542.56147214284,3675.43994159662,-132.878469453781
1971,3615.04596641513,3795.19874078029,-180.152774365167
1972,3748.05809012093,3944.10856456698,-196.05047444605
1973,3907.63552522676,4098.18573062756,-190.5502054008
1974,3937.58277344342,4123.08938574648,-185.506612303056
1975,3917.64302215611,3998.98863918936,-81.3456170332552
1976,4131.4054687826,4078.75096668273,52.6545020998728
1977,4278.72846884578,4213.80422192401,64.9242469217761
1978,4412.81596500819,4288.33986259565,124.476102412543
1979,4593.37335892015,4423.52390012537,169.849458794784
1980,4642.64548923788,4519.59434029015,123.051148947727
1981,4658.38525641385,4567.68619883978,90.6990575740701
1982,4643.30943345677,4547.46504616045,95.8443872963144
1983,4732.66967310176,4633.6807801529,98.9888929488552
1984,4885.96524245577,4768.04212235317,117.923120102599
1985,5012.37284222262,4922.40981552278,89.9630266998338
1986,5123.4185664206,5022.76911587913,100.649450541467
1987,5194.20617458799,5120.0097235876,74.1964510003945
1988,5354.18755768368,5301.5078879751,52.6796697085829
1989,5507.84305459967,5493.0838535495,14.7592010501739
1990,5688.16525775059,5658.13768229016,30.0275754604272
1991,5902.03502365844,5674.84718520413,227.187838454307
1992,5917.052924482,5690.3795024694,226.673422012601
1993,5744.34706501106,5670.91838034564,73.4286846654259
1994,5811.92761871709,5746.77596809743,65.1516506196613
1995,5841.96342036419,5827.92841387012,14.0350064940703
1996,5871.99922201132,5928.84075411436,-56.8415321030443
1997,5969.61557736445,6051.55860372268,-81.9430263582371
1998,6104.77668477648,6177.68094459025,-72.9042598137703
1999,6224.91989136493,6298.13198167657,-73.2120903116383
2000,6405.13470124763,6491.29372632509,-86.1590250774643
2001,6502.75105660076,6535.69372457016,-32.9426679693979
2002,6457.6973541301,6531.95705553063,-74.2597014005296
2003,6405.13470124763,6558.13487395437,-153.000172706741
