"year","actual_west_germany","synthetic_west_germany","gap"
1960,2443.41742086267,2467.9464944081,-24.5290735454355
1961,2522.66923695186,2578.8916737725,-56.2224368206412
1962,2609.39732725778,2676.15186970038,-66.7545424425975
1963,2657.62169901176,2764.54747648243,-106.925777470675
1964,2806,2909.45971799507,-103.459717995071
1965,2923.42592484113,3004.86336997854,-81.4374451374083
1966,2977.82978259815,3110.18610392396,-132.35632132581
1967,2961.76222249125,3216.31332206695,-254.551099575706
1968,3112.6636222812,3366.85484260869,-254.191220327491
1969,3312.74296704656,3549.67013483527,-236.927167788705
1970,3446.39469151605,3665.89999643786,-219.505304921808
1971,3516.91151338115,3778.96887659271,-262.057363211561
1972,3646.31287469886,3918.58727693303,-272.274402234173
1973,3801.558402422,4072.67412975997,-271.115727337972
1974,3830.69269919878,4086.90524042831,-256.212541229523
1975,3811.29423469022,3959.05006367981,-147.755828989592
1976,4019.25386138751,4032.18725050871,-12.9333891212
1977,4162.57761436924,4154.72572067325,7.85189369598629
1978,4293.02515595933,4240.66920259225,52.3559533670741
1979,4468.68111811706,4357.8014916147,110.879626502355
1980,4516.61570152571,4447.32706504207,69.288636483634
1981,4531.92819517403,4496.39489819736,35.5332969766687
1982,4517.26162223857,4460.09096517705,57.1706570615152
1983,4604.1960785541,4539.52552028144,64.6705582726609
1984,4753.33026877466,4688.77570787136,64.5545609033088
1985,4876.30639331887,4842.08451905422,34.2218742646492
1986,4984.3376575329,4940.90777464996,43.4298828829415
1987,5053.20365715821,5039.60107077857,13.6025863796422
1988,5208.84216725267,5218.83882790562,-9.9966606529506
1989,5358.32651440028,5408.3952808959,-50.0687664956249
1990,5533.75367031238,5567.07469116852,-33.3210208561386
1991,5741.81770298949,5573.74123300338,168.076469986106
1992,5756.42792615232,5588.7352505017,167.692675650622
1993,5588.41035977983,5573.97145966653,14.4389001133022
1994,5654.15636401255,5648.87804454585,5.27831946670267
1995,5683.37681033818,5725.88204256725,-42.505232229073
1996,5712.59725666384,5828.25461856105,-115.657361897212
1997,5807.56370722219,5955.66672548014,-148.103018257952
1998,5939.05571568761,6077.67701702372,-138.621301336109
1999,6055.93750099017,6194.68428816254,-138.74678717237
2000,6231.26017894405,6386.82673759126,-155.566558647215
2001,6326.2266295024,6430.93599275451,-104.709363252114
2002,6282.39596001394,6418.90642293107,-136.510462917128
2003,6231.26017894405,6442.00164099834,-210.741462054291
