"year","actual_west_germany","synthetic_west_germany","gap"
1960,9403.65626673863,8588.29878299036,815.357483748276
1961,9708.66221073097,8937.70308141199,770.959129318979
1962,10042.4410988342,9256.67145654363,785.769642290554
1963,10228.0358366722,9581.26475923071,646.771077441483
1964,10799.0797066318,10114.688616339,684.391090292786
1965,11251.0012754074,10494.5070645642,756.494210843206
1966,11460.3781807054,10994.8007538921,465.577426813277
1967,11398.5410950727,11340.2962770004,58.2448180722895
1968,11979.2952804518,11888.9932061017,90.3020743501565
1969,12749.3140943406,12537.4995050683,211.814589272299
1970,13263.6817441891,12974.5066079644,289.175136224658
1971,13535.0704754718,13420.7088823712,114.361593100624
1972,14033.080316889,14058.1378945946,-25.0575777055747
1973,14630.5531707666,14686.8570003085,-56.3038295419774
1974,14742.678471226,14867.817659679,-125.139188453011
1975,14668.0221759964,14716.8882149713,-48.8660389748802
1976,15468.3687848579,15256.4670009545,211.901783903386
1977,16019.9598868904,15858.1098245279,161.850062362544
1978,16521.9960234427,16136.3273280079,385.668695434751
1979,17198.0198068662,16762.1435770038,435.876229862381
1980,17382.4992747686,16975.7558204951,406.743454273565
1981,17441.4304363565,17086.5122430801,354.918193276368
1982,17384.9851440709,17135.8539034636,249.131240607367
1983,17719.5582456405,17611.0006374749,108.557608165578
1984,18293.5112061451,18040.8483133908,252.662892754324
1985,18766.7930917351,18581.8164806702,184.976611064845
1986,19182.5586772859,19005.9709308059,176.587746479931
1987,19447.5941081592,19383.8161559289,63.7779522303208
1988,20046.5793811213,20076.7916675812,-30.212286459966
1989,20621.879944108,20775.5613837759,-153.681439667846
1990,21297.0231513078,21397.354977887,-100.33182657924
1991,22097.771573604,21650.9313561257,446.840217478362
1992,22154,21851.0314399773,302.968560022684
1993,21507.3730964466,21846.7807109604,-339.407614513799
1994,21760.4010152284,22249.8386526984,-489.437637469997
1995,21872.8578680202,22699.8237563854,-826.965888365201
1996,21985.3147208121,23202.4132080322,-1217.09848722006
1997,22350.7994923857,23713.6380743476,-1362.83858196181
1998,22856.8553299492,24309.8481239611,-1452.99279401183
1999,23306.6827411167,24980.363285201,-1673.68054408432
2000,23981.4238578679,25722.0434002402,-1740.61954237224
2001,24346.9086294415,25888.6740822362,-1541.76545279471
2002,24178.2233502538,26009.4689971006,-1831.24564684685
2003,23981.4238578679,26222.2588296123,-2240.83497174437
