"year","actual_west_germany","synthetic_west_germany","gap"
1960,11025.4109240292,9962.17180687176,1063.23911715748
1961,11383.0181962858,10342.3837222304,1040.63447405547
1962,11774.3605948931,10728.715465813,1045.64512908011
1963,11991.9630031435,11109.4583224699,882.504680673621
1964,12661.4891048388,11746.6909464968,914.798158342046
1965,13191.3490720525,12220.7075010467,970.641571005786
1966,13436.8351206098,12825.0340362857,611.801084324095
1967,13364.3336105475,13243.3414753512,120.992135196251
1968,14045.2446687604,13909.2192657585,136.025403001815
1969,14948.0609352785,14673.8568874184,274.204047860156
1970,15551.1364353545,15157.1509431822,393.985492172358
1971,15869.328870049,15672.3232808773,197.005589171706
1972,16453.2254938821,16432.1401251928,21.0853686892406
1973,17153.7385223359,17191.3132889469,-37.5747666109419
1974,17285.2009532755,17400.445678727,-115.244725451495
1975,17197.6694325963,17288.7690149557,-91.0995823593585
1976,18136.0438259228,17964.952923704,171.090902218748
1977,18782.7623351326,18674.1898544888,108.572480643819
1978,19371.3796290014,19025.757350426,345.622278575484
1979,20163.9904811255,19764.8651266343,399.125354491167
1980,20380.2852799757,19980.4113296208,399.873950354857
1981,20449.3797103021,20104.8642325836,344.515477718553
1982,20383.1998623237,20173.3681905651,209.831671758584
1983,20775.4734444599,20755.889714811,19.5837296489008
1984,21448.4103384858,21273.8141053068,174.596233178981
1985,22003.3144229732,21909.0277173087,94.2867056645264
1986,22490.7829457201,22420.6820282139,70.1009175061918
1987,22801.5263897507,22879.9728986453,-78.4465088946017
1988,23503.8126691001,23709.3540221539,-205.541353053875
1989,24178.3295731462,24534.5807188579,-356.251145711769
1990,24969.9079848618,25270.1556451367,-300.247660274956
1991,25908.7534883721,25605.8407614564,302.912726915667
1992,25974.6790697675,25869.3155921322,105.36347763531
1993,25216.5348837209,25881.6381758682,-665.10329214736
1994,25513.2,26378.637897785,-865.437897784941
1995,25645.0511627906,26939.0873303545,-1294.03616756387
1996,25776.9023255814,27566.3905690256,-1789.48824344422
1997,26205.4186046511,28184.2601954732,-1978.84159082205
1998,26798.7488372093,28891.8374589584,-2093.08862174902
1999,27326.153488372,29712.0816911629,-2385.92820279089
2000,28117.2604651162,30591.5263923978,-2474.26592728159
2001,28545.776744186,30788.0396463204,-2242.26290213439
2002,28348,30942.9744254049,-2594.97442540488
2003,28117.2604651162,31214.5540656799,-3097.29360056369
