"year","actual_west_germany","synthetic_west_germany","gap"
1960,10155.0334812156,9460.2765319084,694.756949307162
1961,10484.4102135582,9853.28516081569,631.12505274254
1962,10844.8589249813,10203.9365136245,640.922411356772
1963,11045.2831773382,10558.5311239223,486.752053415865
1964,11661.9549754337,11138.1197800798,523.835195353902
1965,12149.9862827915,11544.7091077004,605.277175091132
1966,12376.0929612136,12076.2092575012,299.883703712392
1967,12309.3149275244,12454.9189534273,-145.604025902927
1968,12936.4729211382,13049.6601324345,-113.187211296261
1969,13768.0182918324,13757.6187980032,10.3994938292799
1970,14323.4852886793,14235.9151598733,87.5701288060191
1971,14616.5587033626,14720.3732267284,-103.814523365789
1972,15154.3608592596,15400.3703241572,-246.009464897608
1973,15799.5733875721,16076.2013192233,-276.62793165123
1974,15920.657798567,16257.8531683368,-337.195369769794
1975,15840.0362662465,16045.1541023623,-205.117836115789
1976,16704.3327036135,16596.9340800761,107.398623537407
1977,17299.9974057457,17236.1418497858,63.8555559599372
1978,17842.1475684968,17541.6294568156,300.51811168122
1979,18572.1874551148,18201.3854687186,370.801986396145
1980,18771.4073244939,18452.037301176,319.370023317944
1981,18835.0472430571,18582.945317705,252.101925352072
1982,18774.0918213831,18612.7507290283,161.341092354814
1983,19135.3982060465,19107.1006632581,28.2975427884412
1984,19755.2115387799,19590.5345973293,164.676941450634
1985,20266.3099092318,20184.0596688384,82.2502403933649
1986,20715.2962738801,20638.2752644966,77.0210093834648
1987,21001.5087425075,21046.9262704842,-45.4175279766678
1988,21648.3545362229,21796.4367225933,-148.082186370386
1989,22269.6231484707,22556.8603927114,-287.23724424063
1990,22998.7120984762,23227.2207426808,-228.508644204565
1991,23863.442455243,23468.1166976944,395.325757548628
1992,23924.1636828645,23666.4524370256,257.711245838949
1993,23225.8695652174,23654.5402156956,-428.67065047826
1994,23499.1150895141,24077.3575874,-578.242497885865
1995,23620.557544757,24543.3826152347,-922.825070477698
1996,23742,25071.0833493636,-1329.08334936361
1997,24136.6879795396,25622.1372036028,-1485.44922406318
1998,24683.179028133,26255.7441478242,-1572.56511969116
1999,25168.9488491048,26955.5793255455,-1786.63047644067
2000,25897.6035805626,27759.6707567882,-1862.06717622558
2001,26292.2915601023,27939.9111425651,-1647.61958246279
2002,26110.1278772379,28052.256544657,-1942.12866741913
2003,25897.6035805626,28268.5055727264,-2370.90199216374
