"year","actual_west_germany","synthetic_west_germany","gap"
1960,9903.28851453058,9112.55340794815,790.735106582424
1961,10224.4999429711,9546.18284524403,678.317097727082
1962,10576.0130709698,9852.82314669258,723.189924277178
1963,10771.4687728215,10204.9501401225,566.518632699088
1964,11372.8531746171,10753.1064082102,619.746766406957
1965,11848.7861048067,11098.9673731077,749.818731698955
1966,12069.2875611158,11624.2816470143,445.005914101452
1967,12004.1649659732,11972.7783263167,31.3866396565099
1968,12615.7756087584,12523.2449756288,92.5306331295651
1969,13426.7068315987,13219.8104992858,206.896332312972
1970,13968.4037093343,13729.0331035184,239.370605815835
1971,14254.21178539,14220.9809438535,33.2308415364769
1972,14778.6817365168,14908.0791064401,-129.397369923283
1973,15407.8993390868,15556.4448317737,-148.54549268689
1974,15525.9820474218,15769.043910077,-243.061862655151
1975,15447.3591362782,15560.794209976,-113.435073697758
1976,16290.2295214088,16104.2597315373,185.969789871549
1977,16871.1275966391,16755.567759418,115.559837221121
1978,17399.837766808,17003.5968221742,396.240944633861
1979,18111.7798433818,17705.4423183348,406.337525046933
1980,18306.0610191098,17985.301429785,320.759589324869
1981,18368.1232935217,18113.8171741296,254.306119392088
1982,18308.6789668753,18213.752712793,94.9262540822783
1983,18661.0285062522,18699.5605906368,-38.5320843845293
1984,19265.4765635202,19106.7861828269,158.690380693261
1985,19763.9047204784,19683.9935717904,79.9111486879556
1986,20201.7606385733,20126.9182560251,74.8423825482096
1987,20480.8778525654,20514.3242818877,-33.4464293222045
1988,21111.6882316177,21240.9824760556,-129.294244437944
1989,21717.5554917792,21972.5537967831,-254.998305003915
1990,22428.570205617,22633.432492783,-204.862287165932
1991,23271.8637532134,22890.6797121379,381.18404107555
1992,23331.0796915168,23073.7784036035,257.301287913302
1993,22650.0964010283,23038.3526690284,-388.256268000077
1994,22916.5681233934,23447.7141361241,-531.146012730675
1995,23035,23905.509687888,-870.509687887967
1996,23153.4318766067,24394.8257316899,-1241.39385508316
1997,23538.3354755784,24902.1453846765,-1363.80990909809
1998,24071.2789203086,25512.7992424695,-1441.52032216097
1999,24545.0064267352,26179.3942975353,-1634.38787080009
2000,25255.5976863753,26955.1065423455,-1699.50885597019
2001,25640.5012853471,27133.5691775066,-1493.06789215952
2002,25462.8534704371,27275.8167786228,-1812.9633081857
2003,25255.5976863753,27493.8458712525,-2238.24818487718
