"year","actual_west_germany","synthetic_west_germany","gap"
1960,2673.78515428387,2688.72283512469,-14.9376808408147
1961,2760.50890745843,2797.46124014208,-36.9523326836447
1962,2855.41380513961,2896.19090364898,-40.7770985093707
1963,2908.18481682574,2989.16627406015,-80.9814572344048
1964,3070.55236606755,3139.90360005774,-69.3512339901813
1965,3199.04931950968,3246.29223913391,-47.242919624226
1966,3258.58242505459,3370.8730676813,-112.290642626708
1967,3241,3467.91989129975,-226.91989129975
1968,3406.12852821381,3617.59796590361,-211.4694376898
1969,3625.07154513132,3796.75934656228,-171.687801430963
1970,3771.32408212305,3923.6198389808,-152.295756857757
1971,3848.48929745641,4049.34597509849,-200.856677642074
1972,3990.09074298972,4209.92473804426,-219.833995054539
1973,4159.97296767671,4378.50990808615,-218.536940409431
1974,4191.85407384267,4409.86471105087,-218.010637208197
1975,4170.62670353089,4296.73145834083,-126.10475480993
1976,4398.19296290434,4407.2487634515,-9.05580054715756
1977,4555.02941651507,4558.5840731105,-3.55465659542642
1978,4697.77567719831,4646.12911778754,51.6465594107722
1979,4889.99265161644,4789.97306297858,100.019588637861
1980,4942.44655343465,4867.78578587371,74.6607675609403
1981,4959.20272364215,4909.60740111471,49.5953225274425
1982,4943.15337217063,4877.28077464522,65.8725975254138
1983,5038.28409224635,4984.28908754595,53.9950047004013
1984,5201.47879668089,5137.52094469204,63.9578519888473
1985,5336.04922796707,5297.04648592359,39.0027420434853
1986,5454.26578318505,5408.72718191386,45.5386012711897
1987,5529.6245351776,5510.89872257744,18.7258126001616
1988,5699.93679299007,5697.10058646018,2.83620652989339
1989,5863.51466748193,5894.02838381539,-30.5137163334621
1990,6055.48126358257,6054.44868432628,1.03257925629623
1991,6283.16177243156,6067.42535938103,215.736413050531
1992,6299.14946141994,6103.04809384794,196.101367571995
1993,6115.2910380536,6099.13074095601,16.1602970975837
1994,6187.23563850131,6198.85557072772,-11.6199322264156
1995,6219.21101647804,6293.69482424899,-74.483807770951
1996,6251.1863944548,6412.50958472046,-161.32319026566
1997,6355.10637287924,6560.95878590871,-205.852413029475
1998,6498.99557377463,6726.51738568425,-227.521811909622
1999,6626.89708568161,6892.48451300937,-265.587427327756
2000,6818.74935354212,7103.6244513585,-284.87509781638
2001,6922.66933196656,7149.82196286322,-227.152630896666
2002,6874.70626500145,7159.72465968244,-285.018394680991
2003,6818.74935354212,7201.50027587636,-382.750922334239
