"year","actual_west_germany","synthetic_west_germany","gap"
1960,2803.20801369019,2823.72039035898,-20.5123766687911
1961,2894.12957464161,2940.93681249472,-46.8072378531106
1962,2993.62828316427,3045.54742635517,-51.919143190898
1963,3048.95364190227,3143.7181068375,-94.7644649352246
1964,3219.18048846422,3302.88067831111,-83.7001898468911
1965,3353.89725471099,3413.22103412411,-59.323779413121
1966,3416.31202213386,3541.55339637402,-125.24137424016
1967,3397.87853104571,3646.5294172806,-248.650886234898
1968,3571,3805.65053025405,-234.650530254048
1969,3800.54081354717,3997.29194011223,-196.751126565058
1970,3953.87261100326,4131.12526874353,-177.252657740276
1971,4034.7729592059,4262.75545496675,-227.982495760847
1972,4183.22853209781,4429.25584070025,-246.027308602442
1973,4361.33379716112,4605.36732174615,-244.033524585032
1974,4394.75808786994,4635.30588623963,-240.54779836969
1975,4372.50322028187,4509.8031384105,-137.29991812863
1976,4611.08467881794,4618.65273929915,-7.56806048120779
1977,4775.5127006042,4773.90381515394,1.60888545025955
1978,4925.16850269078,4866.21130257561,58.9572001151764
1979,5126.68961675371,5013.86651984142,112.823096912293
1980,5181.68251612355,5100.22461802833,81.4578980952247
1981,5199.24975802748,5146.47969099816,52.770067029317
1982,5182.42354796815,5110.88796798641,71.535579981738
1983,5282.15900967386,5218.53427329099,63.6247363828616
1984,5453.25304934633,5380.70532699298,72.5477223533462
1985,5594.33727624571,5549.46757289954,44.869703346164
1986,5718.27602817084,5665.46782531454,52.808202856294
1987,5797.28247233063,5773.22324099645,24.0592313341813
1988,5975.83858599768,5969.8192090106,6.01937698708389
1989,6147.33434282889,6178.06318292574,-30.7288400968464
1990,6348.59295917209,6348.5259467751,0.0670123969875931
1991,6587.29419735646,6359.95552370996,227.3386736465
1992,6604.05576019961,6392.84993920548,211.205820994129
1993,6411.2977875034,6385.9413516916,25.3564358117992
1994,6486.72482029758,6486.43365218492,0.29116811266158
1995,6520.24794598385,6582.9172556009,-62.6693096170438
1996,6553.77107167015,6705.1078411403,-151.336769470144
1997,6662.72123015061,6858.49094838557,-195.769718234967
1998,6813.57529573893,7025.71117675946,-212.135881020527
1999,6947.66779848408,7191.53020780239,-243.862409318303
2000,7148.80655260183,7412.41153508271,-263.60498248088
2001,7257.75671108228,7461.19180874617,-203.43509766389
2002,7207.47202255286,7466.83309372168,-259.361071168813
2003,7148.80655260183,7506.88983832289,-358.083285721053
