"year","actual_west_germany","synthetic_west_germany","gap"
1960,10163.1586313824,9140.19039741312,1022.96823396932
1961,10492.7989015477,9622.00271167001,870.796189877658
1962,10853.5360118138,9928.87215510402,924.663856709803
1963,11054.1206257442,10297.0334637411,757.087162003039
1964,11671.2858294964,10865.3476819014,805.938147594994
1965,12159.7076158876,11194.0481155525,965.65950033517
1966,12385.9952046651,11737.945820694,648.049383971113
1967,12319.1637411618,12118.1810256307,200.98271553106
1968,12946.8235305487,12703.2829083767,243.540622172
1969,13779.0342295276,13458.9585480871,320.075681440472
1970,14334.9456614194,14000.8107520486,334.134909370889
1971,14628.2535672552,14512.7586285906,115.494938664611
1972,15166.4860243703,15230.6166320953,-64.1306077250174
1973,15812.2147940809,15891.8578858267,-79.6430917457874
1974,15933.3960859993,16109.6358314012,-176.239745401874
1975,15852.7100475343,15895.2865305158,-42.5764829814343
1976,16717.6980176624,16425.6410205852,292.056997077194
1977,17313.8393174507,17102.8590350192,210.980282431545
1978,17856.4232603064,17334.7943594933,521.628900813092
1979,18587.0472595929,18080.7278501987,506.319409394222
1980,18786.4265269059,18407.5967655062,378.829761399676
1981,18850.117364444,18555.6362624605,294.481101983485
1982,18789.1131716896,18699.1151745864,89.9979971031426
1983,19150.7086414296,19193.0549918926,-42.3463504630017
1984,19771.0178933949,19574.7153509562,196.30254243872
1985,20282.5251990824,20177.4233261713,105.101872911146
1986,20731.8708024908,20626.2060165891,105.664785901678
1987,21018.3122727548,21031.0308267308,-12.7185539759994
1988,21665.6756146613,21802.8767145389,-137.20109987761
1989,22287.4413105256,22577.6803453119,-290.239034786318
1990,23017.1136123452,23304.2017149397,-287.088102594465
1991,23882.5358490566,23612.722441364,269.813407692651
1992,23943.3056603774,23775.3666592596,167.939001117789
1993,23244.4528301886,23705.6957998161,-461.242969627459
1994,23517.9169811321,24090.6145899378,-572.697608805665
1995,23639.4566037735,24559.8899455112,-920.433341737611
1996,23760.9962264151,25055.2287847042,-1294.23255828913
1997,24156,25535.5500693493,-1379.55006934927
1998,24702.9283018868,26105.7821292756,-1402.85382738878
1999,25189.0867924528,26730.3417520135,-1541.25495956073
2000,25918.3245283018,27515.7136523232,-1597.38912402131
2001,26313.3283018868,27695.7486339359,-1382.42033204911
2002,26131.0188679245,27823.9646628179,-1692.94579489337
2003,25918.3245283018,28031.1873659063,-2112.86283760445
