"year","actual_west_germany","synthetic_west_germany","gap"
1960,5081.45886431152,4765.29125412198,316.167610189539
1961,5246.27509257473,4978.372930604,267.902161970732
1962,5426.63937233593,5155.93572388659,270.70364844934
1963,5526.92930201916,5336.4103093413,190.518992677853
1964,5835.5045893976,5628.76837779472,206.736211602873
1965,6079.7096939324,5823.63084799753,256.07884593488
1966,6192.85080641352,6081.41269073083,111.438115682697
1967,6159.43586673275,6280.44801435651,-121.012147623756
1968,6473.25832254914,6583.26253194678,-110.004209397644
1969,6889.353808872,6950.55893510181,-61.20512622981
1970,7167.30293628561,7194.97870276324,-27.6757664776314
1971,7313.95341298679,7437.80979208712,-123.856379100339
1972,7583.06326253911,7771.63631681382,-188.573054274712
1973,7905.91999436799,8105.32729047316,-199.407296105171
1974,7966.50920411489,8185.04182956459,-218.532625449709
1975,7926.16714115445,8046.97232449193,-120.805183337478
1976,8358.65087458333,8293.73420392956,64.9166706537726
1977,8656.71445915017,8602.66491108366,54.0495480665068
1978,8928,8754.7739600507,173.226039949299
1979,9293.30334045847,9075.01522757522,218.288112883254
1980,9392.9906111185,9221.43943013,171.551180988496
1981,9424.83527503863,9297.72823515011,127.10703988852
1982,9394.33390166885,9306.50830802403,87.8255936448149
1983,9575.1273509939,9536.23659188066,38.8907591132393
1984,9885.27462521635,9782.58995850917,102.684666707175
1985,10141.0222157951,10085.8928795691,55.1293362260039
1986,10365.6896919603,10308.1445144469,57.5451775133552
1987,10508.907032255,10513.9812050377,-5.07417278273169
1988,10832.5810308092,10893.1684500981,-60.5874192889005
1989,11143.4565097198,11279.5568292829,-136.100319563158
1990,11508.2840127241,11622.1266269395,-113.842614215444
1991,11940.9848742978,11730.2208064645,210.764067833292
1992,11971.3690597286,11810.8690873629,160.499972365693
1993,11621.9509272745,11792.820629108,-170.869701833521
1994,11758.6797617131,11987.3180103338,-228.638248620771
1995,11819.4481325746,12206.1903807394,-386.742248164792
1996,11880.2165034362,12457.4197268354,-577.203223399236
1997,12077.7137087363,12722.204450863,-644.490742126751
1998,12351.1713776133,13014.8913175816,-663.719939968239
1999,12594.2448610596,13331.3150059537,-737.070144894111
2000,12958.855086229,13730.6860812046,-771.830994975635
2001,13156.3522915291,13820.901643582,-664.549352052958
2002,13065.1997352367,13859.9374744597,-794.737739222977
2003,12958.855086229,13954.12405997,-995.268973740993
