"year","actual_west_germany","synthetic_west_germany","gap"
1960,6531.87799517077,6096.60454758028,435.273447590485
1961,6743.73831390728,6363.06546543262,380.672848474658
1962,6975.58462055776,6589.48686393868,386.09775661908
1963,7104.50066658461,6820.07986772193,284.420798862674
1964,7501.15371117317,7194.81116972543,306.342541447741
1965,7815.06315946611,7448.75990937377,366.303250092339
1966,7960.49854774701,7784.78831410735,175.710233639662
1967,7917.54586131601,8036.2054951738,-118.659633857792
1968,8320.94379255465,8423.19974172424,-102.255949169587
1969,8855.80691426378,8889.9994504709,-34.192536207127
1970,9213.09206358986,9202.87718138359,10.2148822062682
1971,9401.60151477785,9515.34334341953,-113.741828641681
1972,9747.5243592822,9948.83115078565,-201.306791503446
1973,10162.5352525194,10380.2015613821,-217.666308862703
1974,10240.4186589305,10489.7495504015,-249.330891470971
1975,10188.5616154382,10330.5361190471,-141.974503608988
1976,10744.490740732,10663.5096013357,80.98113939631
1977,11127.6316892631,11067.2506446669,60.381044596199
1978,11476.351240479,11261.6787955873,214.672444891752
1979,11945.9244309384,11680.5929296405,265.331501297964
1980,12074.0657988035,11858.9538917449,215.111907058537
1981,12115,11951.2515319499,163.748468050146
1982,12075.7925096204,11968.7820506105,107.010459009965
1983,12308.1904852513,12273.7778817724,34.4126034788642
1984,12706.8642145584,12585.434838285,121.429376273347
1985,13035.6107623169,12972.0249098099,63.585852506998
1986,13324.4058865086,13260.4155944098,63.9902920988297
1987,13508.5022687834,13524.371034243,-15.8687654596215
1988,13924.563704135,14010.4773955367,-85.9136914016854
1989,14324.1734922207,14504.7672615823,-180.59376936158
1990,14793.1350252252,14943.4273936275,-150.292368402297
1991,15349.3432543334,15092.0831934483,257.260060885079
1992,15388.4001073978,15205.1373246332,183.262782764647
1993,14939.2462971565,15187.1320519762,-247.885754819737
1994,15115.0021359466,15445.5043070903,-330.502171143673
1995,15193.1158420755,15735.3510992422,-542.235257166716
1996,15271.2295482044,16065.2333170233,-794.003768818882
1997,15525.0990931234,16410.017138352,-884.918045228604
1998,15876.6107707036,16797.7423473776,-921.131576673943
1999,16189.0655952193,17221.2518004847,-1032.18620526546
2000,16657.7478319928,17735.9567942589,-1078.20896226614
2001,16911.6173769118,17852.1468664309,-940.529489519075
2002,16794.4468177184,17911.6499763256,-1117.20315860715
2003,16657.7478319928,18039.8460296823,-1382.09819768955
