"year","actual_west_germany","synthetic_west_germany","gap"
1960,9036.27817519599,8509.93404268621,526.344132509785
1961,9329.3682751342,8858.52073229617,470.847542838032
1962,9650.10722989337,9171.53063694994,478.576592943436
1963,9828.45123050181,9483.98753600587,344.463694495935
1964,10377.1857985067,9994.09828034768,383.08751815902
1965,10811.4518853342,10353.9254754589,457.526409875234
1966,11012.6489416778,10814.4458083243,198.20313335346
1967,10953.2276813221,11143.6727329394,-190.445051617338
1968,11511.2932062241,11661.7317758199,-150.438569595799
1969,12251.2292486595,12279.0638676448,-27.8346189852709
1970,12745.5017993048,12705.0848601723,40.4169391324704
1971,13006.2880296734,13133.5110745586,-127.223044885208
1972,13484.8418318735,13723.4785318417,-238.636699968136
1973,14058.9728673583,14314.5829713848,-255.610104026529
1974,14166.7177036953,14468.6838790231,-301.96617532788
1975,14094.9780492366,14245.3318546201,-150.353805383522
1976,14864.0570530947,14715.2633893643,148.793663730376
1977,15394.0988257357,15272.7030408642,121.395784871529
1978,15876.5216254644,15545.359755656,331.161869808457
1979,16526.1347957874,16111.5126649009,414.622130886499
1980,16703.4070973574,16338.1460834052,365.261013952248
1981,16760.0359610877,16455.4647133223,304.571247765409
1982,16705.7958497624,16455.1311365161,250.664713246308
1983,17027.29798999,16880.0840449991,147.21394499089
1984,17578.8279974129,17322.355914823,256.472082589826
1985,18033.6199051732,17847.5717742488,186.048130924468
1986,18433.1425355355,18244.3286475869,188.813887948607
1987,18687.8236735653,18600.0039650713,87.8197084940075
1988,19263.4080415814,19252.724924521,10.6831170603691
1989,19816.2330039189,19921.4663914506,-105.233387531709
1990,20465,20501.5972533603,-36.5972533603381
1991,21234.4651194144,20681.3248048029,553.140314611544
1992,21288.4968372756,20848.6140874753,439.882749800257
1993,20667.1320818728,20839.6693785348,-172.53729666198
1994,20910.2748122478,21208.9661075428,-298.691295294975
1995,21018.33824797,21604.0860104048,-585.747762434828
1996,21126.4016836922,22058.1035285828,-931.701844890555
1997,21477.6078497894,22550.0928264942,-1072.48497670484
1998,21963.8933105394,23117.6972447455,-1153.80393420613
1999,22396.1470534282,23732.829589548,-1336.68253611989
2000,23044.5276677614,24444.3848602535,-1399.8571924921
2001,23395.7338338586,24603.2704814178,-1207.53664755923
2002,23233.6386802753,24693.0810802891,-1459.44240001381
2003,23044.5276677614,24875.8665283344,-1831.33886057295
