"year","actual_west_germany","synthetic_west_germany","gap"
1960,2284,2235.90599437457,48.094005625429
1961,2358.08113996495,2322.98868433028,35.092455634664
1962,2439.15077488176,2405.56086456282,33.5899103189404
1963,2484.2288135933,2484.10080874168,0.128004851619153
1964,2622.92637568954,2612.50712200241,10.4192536871342
1965,2732.69100699943,2705.76496871402,26.9260382854054
1966,2783.54535961887,2817.3517343876,-33.8063747687324
1967,2768.52610545017,2898.77471689861,-130.248611448445
1968,2909.58215022477,3027.10483470072,-117.522684475952
1969,3096.6075923544,3178.27888193916,-81.6712895847531
1970,3221.53939323374,3283.81814365258,-62.2787504188468
1971,3287.45544170122,3390.76271166603,-103.307269964807
1972,3408.41418854739,3532.97983362793,-124.565645080533
1973,3553.53093458191,3679.89003645647,-126.359101874556
1974,3580.76440409474,3712.04593217893,-131.281528084183
1975,3562.63156581699,3636.33231179815,-73.7007459811684
1976,3757.02315168401,3745.03223939938,11.9909122846311
1977,3890.99594283105,3879.83487344612,11.161069384927
1978,4012.93261335154,3953.8151439375,59.1174694140395
1979,4177.12814299895,4084.66620672129,92.4619362776634
1980,4221.93530020859,4142.82927723549,79.1060229730929
1981,4236.24875119496,4174.59651826533,61.6522329296276
1982,4222.53907870978,4156.96578843886,65.5732902709269
1983,4303.80161556875,4257.42483160967,46.3767839590764
1984,4443.20574994031,4381.99769933165,61.208050608665
1985,4558.15846578033,4515.77675040312,42.381715377207
1986,4659.14137822012,4613.89381319672,45.2475650234037
1987,4723.51431008236,4702.20244029752,21.3118697848413
1988,4868.99839889198,4862.60042317262,6.39797571936015
1989,5008.72984468178,5029.74232508024,-21.0124803984518
1990,5172.71149623348,5168.16509433588,4.54640189760448
1991,5367.20067625526,5193.34269269781,173.857983557455
1992,5380.85767543149,5231.93378761911,148.923887812381
1993,5223.80218490492,5231.86269746224,-8.06051255732564
1994,5285.25868119793,5323.36864266094,-38.1099614630066
1995,5312.57267955036,5413.74027855899,-101.16759900863
1996,5339.88667790281,5522.8256295617,-182.938951658885
1997,5428.65717254825,5651.16462673832,-222.507454190061
1998,5551.57016513426,5797.56709580756,-245.996930673294
1999,5660.82615854402,5950.58773390325,-289.761575359225
2000,5824.71014865868,6131.1462445869,-306.436095928219
2001,5913.48064330413,6170.56396008899,-257.083316784864
2002,5872.50964577547,6187.11416978547,-314.604524009993
2003,5824.71014865868,6229.55910183665,-404.848953177964
