"year","actual_west_germany","synthetic_west_germany","gap"
1960,4748.79960593224,4466.2714242306,282.528181701637
1961,4902.82608941408,4669.7434319348,233.082657479281
1962,5071.38276644826,4878.56879674417,192.813969704088
1963,5165.10718521775,5056.08430576212,109.022879455634
1964,5453.48149705068,5363.10485785672,90.3766391939644
1965,5681.69963974319,5571.57491859992,110.124721143269
1966,5787.43393469903,5786.56261844528,0.871316253749683
1967,5756.2065142622,6044.29553315,-288.0890188878
1968,6049.48448704678,6392.41865510188,-342.934168055099
1969,6438.34015512231,6795.44912508872,-357.108969966412
1970,6698.09325791749,6987.51202937513,-289.418771457637
1971,6835.1432163181,7193.31693991785,-358.173723599746
1972,7086.63570728008,7474.11957880398,-387.4838715239
1973,7388.35652443547,7799.98157039317,-411.6250459577
1974,7444.97924303909,7806.10777901801,-361.128535978911
1975,7407.27818556631,7624.26849963355,-216.990314067243
1976,7811.44923913981,7777.59287342016,33.856365719651
1977,8090,7996.63838179006,93.3616182099422
1978,8343.52574996341,8194.30269463308,149.223055330331
1979,8684.91439553497,8418.89710333512,266.017292199853
1980,8778.0756085385,8584.86368302209,193.211925516413
1981,8807.83555179752,8691.381851039,116.453700758522
1982,8779.33096016221,8652.96412580666,126.366834355556
1983,8948.28871104351,8811.31698772412,136.971723319393
1984,9238.13209912102,9109.36618317155,128.765915949472
1985,9477.13709547912,9418.06126249303,59.0758329860946
1986,9687.09664661746,9621.77555012484,65.3210964926202
1987,9820.93821993625,9844.41142122238,-23.4732012861223
1988,10123.4228012009,10235.3026289613,-111.879827760331
1989,10413.9467218239,10628.7698120546,-214.823090230695
1990,10754.8906807858,10980.338061874,-225.447381088203
1991,11159.2646481437,11065.098833031,94.1658151127067
1992,11187.6597235843,11099.1126494376,88.5470741466997
1993,10861.1163560177,11064.5935194089,-203.477163391177
1994,10988.8941955003,11207.0513567894,-218.157161289126
1995,11045.6843463814,11391.0917049925,-345.407358611103
1996,11102.4744972626,11630.1532083532,-527.678711090621
1997,11287.0424876263,11871.5684469964,-584.525959370139
1998,11542.5981665914,12049.8427190939,-507.244552502521
1999,11769.7587701159,12247.6974337241,-477.938663608216
2000,12110.4996754027,12624.3071361292,-513.807460726468
2001,12295.0676657664,12714.8634366005,-419.795770834102
2002,12209.8824394448,12676.0250549014,-466.142615456629
2003,12110.4996754027,12723.1862519427,-612.686576539982
