"year","actual_west_germany","synthetic_west_germany","gap"
1960,2312.97893340561,2335.39090304522,-22.4119696396147
1961,2388,2428.04824940384,-40.0482494038415
1962,2470.09823016702,2522.1524861348,-52.0542559677779
1963,2515.74820998271,2604.04242704202,-88.2942170593119
1964,2656.20553889835,2741.23742425091,-85.0318853525641
1965,2767.36284181113,2840.23314927031,-72.8703074591799
1966,2818.86242424579,2943.9775463494,-125.115122103612
1967,2803.65260879584,3041.00453520833,-237.35192641249
1968,2946.49834434452,3182.97938315262,-236.481038808101
1969,3135.89672773187,3348.22231565328,-212.325587921405
1970,3262.41363821625,3450.52016752363,-188.106529307381
1971,3329.16601627169,3555.34646570213,-226.180449430435
1972,3451.65946341107,3688.94580691925,-237.28634350818
1973,3598.61742158192,3838.42476155011,-239.80733996819
1974,3626.19642388784,3853.48403186086,-227.287607973019
1975,3607.83351979883,3748.29631098163,-140.462791182806
1976,3804.6915070763,3832.42526778209,-27.7337607057975
1977,3940.36411809759,3951.20834084282,-10.8442227452256
1978,4063.84789661052,4038.39402014465,25.4538764658701
1979,4230.12670616999,4149.07443859714,81.0522675728544
1980,4275.50236759367,4219.47728683292,56.0250807607545
1981,4289.99742477222,4261.13918858473,28.858236187496
1982,4276.11380671526,4223.60747025551,52.5063364597527
1983,4358.40738632554,4307.41907887609,50.9883074494483
1984,4499.58025236367,4453.66946058628,45.9107917773863
1985,4615.99146518141,4596.15076176418,19.8407034172251
1986,4718.25562853832,4692.75830400591,25.4973245324081
1987,4783.44531123486,4786.99225483518,-3.5469436003159
1988,4930.77527295219,4954.90615872646,-24.130885774277
1989,5072.2796032701,5131.41111469026,-59.1315114201616
1990,5238.34182109153,5275.65057767528,-37.3087565837532
1991,5435.29864077879,5284.59236765473,150.706273124057
1992,5449.12891721844,5309.67759802387,139.451319194565
1993,5290.08073816255,5304.54274486813,-14.462006705583
1994,5352.31698214095,5385.43348318803,-33.1165010470868
1995,5379.97753502021,5465.17561178471,-85.1980767644991
1996,5407.6380878995,5570.6707327862,-163.032644886702
1997,5497.53488475717,5700.03174499982,-202.496860242659
1998,5622.00737271394,5828.56592443792,-206.558551723973
1999,5732.64958423105,5957.95150727249,-225.301923041446
2000,5898.61290150673,6142.28020830228,-243.667306795545
2001,5988.5096983644,6183.59270531856,-195.083006954162
2002,5947.01886904549,6179.12738607714,-232.108517031646
2003,5898.61290150673,6208.78920281369,-310.176301306959
