"year","actual_west_germany","synthetic_west_germany","gap"
1960,9565.7052528511,8768.85182877854,796.853424072558
1961,9875.96722732565,9158.5935150672,717.37371225845
1962,10215.4979771376,9471.16128357047,744.336693567142
1963,10404.290985759,9807.50634104245,596.784644716505
1964,10985.1753983254,10346.4084596344,638.766938690924
1965,11444.8847285785,10707.0179821157,737.866746462825
1966,11657.8697320733,11219.9028553134,437.966876759921
1967,11594.9670357093,11568.3453771656,26.6216585436905
1968,12185.7290972009,12120.1774636757,65.5516335252396
1969,12969.0172995635,12792.1577600416,176.859539521898
1970,13492.2488161658,13259.2379405507,233.010875615113
1971,13768.3142675986,13724.4846247046,43.8296428940284
1972,14274.9060890018,14383.7885493315,-108.882460329707
1973,14882.6749242991,15017.4988615826,-134.82393728356
1974,14996.732429716,15208.1315685296,-211.399138813611
1975,14920.7896160721,15031.0140216773,-110.224405605162
1976,15734.9282386808,15565.0251428294,169.903095851405
1977,16296.0246625049,16190.5473301545,105.477332350423
1978,16806.7121623793,16452.7114461893,354.000716190039
1979,17494.3855601214,17112.9341441742,381.451415947187
1980,17682.0440798611,17359.2156003717,322.828479489384
1981,17741.9907756959,17481.8878155835,260.102960112439
1982,17684.5727870329,17554.1468440343,130.425942998649
1983,18024.9114366353,18034.5566184061,-9.64518177081845
1984,18608.7550707978,18451.1598301951,157.595240602779
1985,19090.1928106141,19008.9142109835,81.2785996306484
1986,19513.1230978179,19438.1457495042,74.9773483137396
1987,19782.725765268,19820.81738672,-38.0916214519748
1988,20392.0330824889,20531.496188824,-139.463106335108
1989,20977.2475417621,21247.9152200467,-270.667678284575
1990,21664.0251887057,21892.5879079165,-228.5627192108
1991,22478.5725490197,22151.2087993043,327.363749715387
1992,22535.7699346406,22339.9737349079,195.796199732718
1993,21878,22317.5813727862,-439.581372786208
1994,22135.3882352942,22714.4669239415,-579.07868864726
1995,22249.783006536,23163.9235889222,-914.140582386233
1996,22364.1777777778,23658.3816497416,-1294.20387196379
1997,22735.9607843138,24159.0928334793,-1423.13204916551
1998,23250.737254902,24751.3143488062,-1500.57709390418
1999,23708.3163398693,25408.3874342217,-1700.07109435239
2000,24394.6849673203,26160.0041661803,-1765.31919886003
2001,24766.4679738562,26327.5901883624,-1561.12221450617
2002,24594.8758169935,26452.5490268426,-1857.67320984907
2003,24394.6849673203,26665.1141268595,-2270.42915953922
