"index","country","year","gdp","infrate","trade","schooling","invest60","invest70","invest80","industry"
1,"USA",1960,63.8420798460064,NA,9.69318103790283,43.7999992370605,NA,NA,NA,NA
1,"USA",1961,64.2367012713661,1.07518196105957,9.44465446472168,NA,NA,NA,NA,NA
1,"USA",1962,67.1149354594026,1.11607098579407,9.42932415008545,NA,NA,NA,NA,NA
1,"USA",1963,69.0668203003457,1.21412801742554,9.47070598602295,NA,NA,NA,NA,NA
1,"USA",1964,72.0646994528094,1.30861496925354,9.72587871551514,NA,NA,NA,NA,NA
1,"USA",1965,75.7242152336883,1.66846096515656,9.7303466796875,43.7999992370605,NA,NA,NA,NA
1,"USA",1966,79.7202682899228,2.9909999370575,10.0975923538208,NA,NA,NA,NA,NA
1,"USA",1967,80.8283411844474,2.7756359577179,10.2081022262573,NA,NA,NA,NA,NA
1,"USA",1968,83.8665325274238,4.2177209854126,10.593936920166,NA,NA,NA,NA,NA
1,"USA",1969,85.6255237745282,5.41470098495483,10.6356334686279,NA,NA,NA,NA,NA
1,"USA",1970,84.8170945719272,5.89529609680176,11.3886413574219,44.4000015258789,NA,NA,NA,NA
1,"USA",1971,86.5091777592316,4.2559289932251,11.3675756454468,NA,NA,NA,NA,34.5086288452148
1,"USA",1972,90.0860966341857,3.30561494827271,11.9671583175659,NA,NA,NA,NA,34.4442901611328
1,"USA",1973,94.2679953621246,6.22006416320801,13.7135648727417,NA,NA,NA,NA,34.3752098083496
1,"USA",1974,92.9056975543709,11.0352602005005,17.3161354064941,NA,NA,NA,NA,34.036060333252
1,"USA",1975,91.8050038624409,9.13193035125732,16.3796901702881,42.5999984741211,NA,NA,NA,33.2256698608398
1,"USA",1976,95.8364906775905,5.73702716827393,16.8736591339111,NA,NA,NA,NA,33.7608489990234
1,"USA",1977,99.2647342860752,6.48646020889282,17.2205905914307,NA,NA,NA,NA,34.2646408081055
1,"USA",1978,103.655101477972,7.64746379852295,17.8061904907227,NA,NA,NA,NA,34.0372314453125
1,"USA",1979,105.763168145377,11.2660398483276,19.2805461883545,NA,NA,NA,NA,33.6264801025391
1,"USA",1980,104.484148692703,13.5093698501587,21.081579208374,62.9000015258789,0.238839998841286,0.245680004358292,22.3759994506836,33.5143890380859
1,"USA",1981,106.08934119465,10.3155298233032,20.3632411956787,NA,NA,NA,NA,34.0882797241211
1,"USA",1982,103.188121380125,6.16061592102051,18.4716205596924,NA,NA,NA,NA,32.9096908569336
1,"USA",1983,106.935767463121,3.21243500709534,17.6243076324463,NA,NA,NA,NA,31.4972190856934
1,"USA",1984,113.685541573554,4.31726884841919,18.5770130157471,NA,NA,NA,NA,31.8727798461914
1,"USA",1985,117.380976799355,3.56111598014832,17.6424083709717,57.4000015258789,NA,NA,NA,30.8645191192627
1,"USA",1986,120.328289836873,1.85873603820801,17.9541244506836,NA,NA,NA,NA,29.4432601928711
1,"USA",1987,123.377459651953,3.74087595939636,19.1161861419678,NA,NA,NA,NA,29.1997299194336
1,"USA",1988,127.36913739927,4.00908803939819,20.3308181762695,NA,NA,NA,NA,29.6064891815186
1,"USA",1989,130.805251314699,4.82700300216675,20.7302932739258,NA,NA,NA,NA,28.6190395355225
1,"USA",1990,131.775154883844,5.39795589447021,21.1879501342773,44.4000015258789,NA,NA,NA,27.85032081604
1,"USA",1991,129.885172907394,4.23496389389038,21.2663497924805,NA,NA,NA,NA,26.620059967041
1,"USA",1992,132.608434598833,3.0288200378418,21.5422096252441,NA,NA,NA,NA,25.7284297943115
1,"USA",1993,134.47254210508,2.95165705680847,21.5576496124268,NA,NA,NA,NA,25.6100101470947
1,"USA",1994,138.18547552667,2.60744190216064,22.6182193756104,NA,NA,NA,NA,26.082950592041
1,"USA",1995,140.215322286192,2.805419921875,24.2739791870117,44.5999984741211,NA,NA,NA,26.2928504943848
1,"USA",1996,143.822310966326,2.93120408058167,24.5824699401855,NA,NA,NA,NA,25.785400390625
1,"USA",1997,148.42054843756,2.33769011497498,25.5915393829346,NA,NA,NA,NA,25.3842906951904
1,"USA",1998,153.277209903485,1.55227899551392,24.6905689239502,NA,NA,NA,NA,25.0188407897949
1,"USA",1999,158.782897206913,2.18802690505981,NA,NA,NA,NA,NA,24.7250499725342
1,"USA",2000,163.428666524001,3.37685704231262,NA,39.5999984741211,NA,NA,NA,24.443489074707
1,"USA",2001,163.365367454446,2.82617092132568,NA,NA,NA,NA,NA,23.0485801696777
1,"USA",2002,164.608964837029,1.58603203296661,NA,NA,NA,NA,NA,NA
1,"USA",2003,167.762679151136,2.27009510993958,NA,NA,NA,NA,NA,NA
2,"UK",1960,50.8813427839918,NA,43.2554702758789,24.5,NA,NA,NA,NA
2,"UK",1961,51.8599303541162,3.57941794395447,41.5332412719727,NA,NA,NA,NA,NA
2,"UK",1962,51.9866454100759,4.10367202758789,40.4046325683594,NA,NA,NA,NA,NA
2,"UK",1963,54.1065260102442,2.07468891143799,40.4065856933594,NA,NA,NA,NA,NA
2,"UK",1964,56.7633730036094,3.21138191223145,40.5187644958496,NA,NA,NA,NA,NA
2,"UK",1965,57.6013597560417,4.80504083633423,39.2253379821777,26.5,NA,NA,NA,NA
2,"UK",1966,58.1825838407181,3.90830492973328,38.9646339416504,NA,NA,NA,NA,NA
2,"UK",1967,59.4764092187093,2.42314600944519,39.3131866455078,NA,NA,NA,NA,NA
2,"UK",1968,62.4267560090116,4.73163795471191,43.6651306152344,NA,NA,NA,NA,NA
2,"UK",1969,63.3732402667734,5.46190214157104,44.0389823913574,NA,NA,NA,NA,NA
2,"UK",1970,64.8307453395185,6.36189317703247,45.2477378845215,28.8999996185303,NA,NA,NA,NA
2,"UK",1971,66.8231979336292,9.40787506103516,44.9333992004395,NA,NA,NA,NA,43.0785903930664
2,"UK",1972,69.4751140174128,7.08791208267212,43.5590438842773,NA,NA,NA,NA,42.5600814819336
2,"UK",1973,73.8647219481286,9.20985126495361,49.803581237793,NA,NA,NA,NA,42.1353988647461
2,"UK",1974,71.9842168049209,15.9032201766968,60.9621200561523,NA,NA,NA,NA,41.6237487792969
2,"UK",1975,70.9286868873489,24.2350807189941,53.5620613098145,31,NA,NA,NA,40.4881782531738
2,"UK",1976,73.0108617195343,16.5325508117676,58.1697883605957,NA,NA,NA,NA,41.0899200439453
2,"UK",1977,74.8298819501995,15.8819799423218,59.4204177856445,NA,NA,NA,NA,41.3304100036621
2,"UK",1978,77.971745771428,8.21596240997314,55.6567916870117,NA,NA,NA,NA,41.4658088684082
2,"UK",1979,80.8223661254135,13.4657096862793,55.6903533935547,NA,NA,NA,NA,41.8238716125488
2,"UK",1980,79.0859886939812,17.9705905914307,52.3268737792969,32.9000015258789,0.200800001621246,0.226019993424416,17.5879993438721,42.3462982177734
2,"UK",1981,78.4356763146158,11.8798303604126,50.5142097473145,NA,NA,NA,NA,41.894660949707
2,"UK",1982,80.0290622568681,8.5905294418335,50.7524070739746,NA,NA,NA,NA,41.4916915893555
2,"UK",1983,83.3793359457719,4.607017993927,52.0913009643555,NA,NA,NA,NA,40.9014511108398
2,"UK",1984,85.1364555282268,4.95340919494629,57.0043296813965,NA,NA,NA,NA,40.3823585510254
2,"UK",1985,88.466414003932,6.06542110443115,56.6223640441895,35.7000007629395,NA,NA,NA,39.7627792358398
2,"UK",1986,91.0422997000115,3.42761492729187,52.056396484375,NA,NA,NA,NA,39.1343383789062
2,"UK",1987,95.7481598346823,4.14891815185547,51.936164855957,NA,NA,NA,NA,38.0305213928223
2,"UK",1988,101.012279305863,4.9079761505127,49.6491813659668,NA,NA,NA,NA,37.2129898071289
2,"UK",1989,103.346601161011,7.79727077484131,51.6456298828125,NA,NA,NA,NA,36.6296691894531
2,"UK",1990,103.794175797321,9.47558784484863,51.4674606323242,38.5,NA,NA,NA,35.1742401123047
2,"UK",1991,102.332249617899,5.85398101806641,48.2093811035156,NA,NA,NA,NA,33.127010345459
2,"UK",1992,102.465213004015,3.73260092735291,49.3497581481934,NA,NA,NA,NA,31.889669418335
2,"UK",1993,104.764953082031,1.56447398662567,52.5936317443848,NA,NA,NA,NA,31.2709293365479
2,"UK",1994,108.517599625608,2.47644996643066,54.2577590942383,NA,NA,NA,NA,31.6933307647705
2,"UK",1995,110.97094771846,3.4109959602356,57.8968391418457,39.9000015258789,NA,NA,NA,31.9964809417725
2,"UK",1996,113.546722523308,2.44870591163635,59.8495788574219,NA,NA,NA,NA,31.867259979248
2,"UK",1997,118.832048926556,3.13233304023743,57.8405303955078,NA,NA,NA,NA,31.0741291046143
2,"UK",1998,122.517951926549,3.41816997528076,55.9890632629395,NA,NA,NA,NA,29.4609203338623
2,"UK",1999,125.844673184707,1.55538499355316,NA,NA,NA,NA,NA,28.5987701416016
