"index","country","year","gdp","infrate","trade","schooling","invest60","invest70","invest80","industry"
1,"USA",1960,100,NA,9.69318103790283,43.7999992370605,NA,NA,NA,NA
1,"USA",1961,100,1.07518196105957,9.44465446472168,NA,NA,NA,NA,NA
1,"USA",1962,100,1.11607098579407,9.42932415008545,NA,NA,NA,NA,NA
1,"USA",1963,100,1.21412801742554,9.47070598602295,NA,NA,NA,NA,NA
1,"USA",1964,100,1.30861496925354,9.72587871551514,NA,NA,NA,NA,NA
1,"USA",1965,100,1.66846096515656,9.7303466796875,43.7999992370605,NA,NA,NA,NA
1,"USA",1966,100,2.9909999370575,10.0975923538208,NA,NA,NA,NA,NA
1,"USA",1967,100,2.7756359577179,10.2081022262573,NA,NA,NA,NA,NA
1,"USA",1968,100,4.2177209854126,10.593936920166,NA,NA,NA,NA,NA
1,"USA",1969,100,5.41470098495483,10.6356334686279,NA,NA,NA,NA,NA
1,"USA",1970,100,5.89529609680176,11.3886413574219,44.4000015258789,NA,NA,NA,NA
1,"USA",1971,100,4.2559289932251,11.3675756454468,NA,NA,NA,NA,34.5086288452148
1,"USA",1972,100,3.30561494827271,11.9671583175659,NA,NA,NA,NA,34.4442901611328
1,"USA",1973,100,6.22006416320801,13.7135648727417,NA,NA,NA,NA,34.3752098083496
1,"USA",1974,100,11.0352602005005,17.3161354064941,NA,NA,NA,NA,34.036060333252
1,"USA",1975,100,9.13193035125732,16.3796901702881,42.5999984741211,NA,NA,NA,33.2256698608398
1,"USA",1976,100,5.73702716827393,16.8736591339111,NA,NA,NA,NA,33.7608489990234
1,"USA",1977,100,6.48646020889282,17.2205905914307,NA,NA,NA,NA,34.2646408081055
1,"USA",1978,100,7.64746379852295,17.8061904907227,NA,NA,NA,NA,34.0372314453125
1,"USA",1979,100,11.2660398483276,19.2805461883545,NA,NA,NA,NA,33.6264801025391
1,"USA",1980,100,13.5093698501587,21.081579208374,62.9000015258789,0.238839998841286,0.245680004358292,22.3759994506836,33.5143890380859
1,"USA",1981,100,10.3155298233032,20.3632411956787,NA,NA,NA,NA,34.0882797241211
1,"USA",1982,100,6.16061592102051,18.4716205596924,NA,NA,NA,NA,32.9096908569336
1,"USA",1983,100,3.21243500709534,17.6243076324463,NA,NA,NA,NA,31.4972190856934
1,"USA",1984,100,4.31726884841919,18.5770130157471,NA,NA,NA,NA,31.8727798461914
1,"USA",1985,100,3.56111598014832,17.6424083709717,57.4000015258789,NA,NA,NA,30.8645191192627
1,"USA",1986,100,1.85873603820801,17.9541244506836,NA,NA,NA,NA,29.4432601928711
1,"USA",1987,100,3.74087595939636,19.1161861419678,NA,NA,NA,NA,29.1997299194336
1,"USA",1988,100,4.00908803939819,20.3308181762695,NA,NA,NA,NA,29.6064891815186
1,"USA",1989,100,4.82700300216675,20.7302932739258,NA,NA,NA,NA,28.6190395355225
1,"USA",1990,100,5.39795589447021,21.1879501342773,44.4000015258789,NA,NA,NA,27.85032081604
1,"USA",1991,100,4.23496389389038,21.2663497924805,NA,NA,NA,NA,26.620059967041
1,"USA",1992,100,3.0288200378418,21.5422096252441,NA,NA,NA,NA,25.7284297943115
1,"USA",1993,100,2.95165705680847,21.5576496124268,NA,NA,NA,NA,25.6100101470947
1,"USA",1994,100,2.60744190216064,22.6182193756104,NA,NA,NA,NA,26.082950592041
1,"USA",1995,100,2.805419921875,24.2739791870117,44.5999984741211,NA,NA,NA,26.2928504943848
1,"USA",1996,100,2.93120408058167,24.5824699401855,NA,NA,NA,NA,25.785400390625
1,"USA",1997,100,2.33769011497498,25.5915393829346,NA,NA,NA,NA,25.3842906951904
1,"USA",1998,100,1.55227899551392,24.6905689239502,NA,NA,NA,NA,25.0188407897949
1,"USA",1999,100,2.18802690505981,NA,NA,NA,NA,NA,24.7250499725342
1,"USA",2000,100,3.37685704231262,NA,39.5999984741211,NA,NA,NA,24.443489074707
1,"USA",2001,100,2.82617092132568,NA,NA,NA,NA,NA,23.0485801696777
1,"USA",2002,100,1.58603203296661,NA,NA,NA,NA,NA,NA
1,"USA",2003,100,2.27009510993958,NA,NA,NA,NA,NA,NA
2,"UK",1960,74.9565821465787,NA,43.2554702758789,24.5,NA,NA,NA,NA
2,"UK",1961,75.6572208945032,3.57941794395447,41.5332412719727,NA,NA,NA,NA,NA
2,"UK",1962,73.3483725427006,4.10367202758789,40.4046325683594,NA,NA,NA,NA,NA
2,"UK",1963,73.9386427022002,2.07468891143799,40.4065856933594,NA,NA,NA,NA,NA
2,"UK",1964,74.093567251462,3.21138191223145,40.5187644958496,NA,NA,NA,NA,NA
2,"UK",1965,72.5388601036269,4.80504083633423,39.2253379821777,26.5,NA,NA,NA,NA
2,"UK",1966,70.3069954705586,3.90830492973328,38.9646339416504,NA,NA,NA,NA,NA
2,"UK",1967,70.3659123736158,2.42314600944519,39.3131866455078,NA,NA,NA,NA,NA
2,"UK",1968,70.6052514463729,4.73163795471191,43.6651306152344,NA,NA,NA,NA,NA
2,"UK",1969,70.5723204994797,5.46190214157104,44.0389823913574,NA,NA,NA,NA,NA
2,"UK",1970,72.3144628925785,6.36189317703247,45.2477378845215,28.8999996185303,NA,NA,NA,NA
2,"UK",1971,71.8761656098471,9.40787506103516,44.9333992004395,NA,NA,NA,NA,43.0785903930664
2,"UK",1972,71.0688591983556,7.08791208267212,43.5590438842773,NA,NA,NA,NA,42.5600814819336
2,"UK",1973,72.447400990099,9.20985126495361,49.803581237793,NA,NA,NA,NA,42.1353988647461
2,"UK",1974,72.4500071932096,15.9032201766968,60.9621200561523,NA,NA,NA,NA,41.6237487792969
2,"UK",1975,72.8953318260407,24.2350807189941,53.5620613098145,31,NA,NA,NA,40.4881782531738
2,"UK",1976,71.7228915662651,16.5325508117676,58.1697883605957,NA,NA,NA,NA,41.0899200439453
2,"UK",1977,70.9490487644872,15.8819799423218,59.4204177856445,NA,NA,NA,NA,41.3304100036621
