"year","actual_west_germany","synthetic_west_germany","gap"
1960,3874.31688723661,3670.5932877161,203.723599520516
1961,3999.97967690033,3829.20009825279,170.779578647539
1962,4137.49695168156,3985.59290502309,151.904046658472
1963,4213.96219100888,4126.02581246388,87.9363785449978
1964,4449.23290337667,4363.50615469003,85.7267486866349
1965,4635.42509457859,4528.19798712547,107.22710745312
1966,4721.68861346781,4713.0230256695,8.66558779830757
1967,4696.21166510551,4894.05124076704,-197.839575661534
1968,4935.48303827409,5152.20185076393,-216.718812489839
1969,5252.73164982652,5453.18981689186,-200.458167065338
1970,5464.65169619241,5619.68184512953,-155.030148937127
1971,5576.46415666415,5794.08844401372,-217.624287349564
1972,5781.64476768215,6032.64376963,-250.999001947845
1973,6027.80425094939,6293.52912696006,-265.724876010672
1974,6074,6322.41428514397,-248.414285143972
1975,6043.24152296277,6192.98361991334,-149.742096950568
1976,6372.98521992482,6349.3085546069,23.6766653179138
1977,6600.24137017489,6553.0753231256,47.166047049297
1978,6807.08081928653,6697.62692538902,109.453893897502
1979,7085.60337328027,6903.97757776892,181.625795511351
1980,7161.6091201482,7022.76317973313,138.845940415075
1981,7185.88882455763,7095.05696141045,90.8318631471802
1982,7162.63330107786,7072.84751619597,89.7857848818967
1983,7300.47779269448,7224.11246879307,76.3653239014147
1984,7536.94705361671,7448.5699748609,88.3770787558105
1985,7731.93971920895,7690.02678223844,41.9129369705161
1986,7903.23560493042,7857.97183686073,45.263768069688
1987,8012.43049853585,8027.6975839831,-15.2670854472481
1988,8259.21310015553,8330.12304042392,-70.9099402683878
1989,8496.23757480589,8636.99227593914,-140.754701133248
1990,8774.3973304117,8906.37965587757,-131.982325465862
1991,9104.30657495776,8974.90534968764,129.401225270116
1992,9127.47274944875,9021.26273377189,106.210015676861
1993,8861.06174280237,9004.24116535325,-143.17942255088
1994,8965.30952801184,9138.47671753829,-173.167189526454
1995,9011.64187699379,9295.35011089742,-283.708233903631
1996,9057.97422597577,9490.05491430722,-432.080688331453
1997,9208.55436016719,9694.37664502481,-485.822284857622
1998,9417.04993058608,9882.39746552913,-465.347534943043
1999,9602.37932651395,10087.5209727993,-485.141646285318
2000,9880.37342040578,10394.6451999035,-514.271779497685
2001,10030.9535545972,10465.6324623635,-434.678907766296
2002,9961.45503112426,10462.5822825927,-501.127251468461
2003,9880.37342040578,10517.976457678,-637.603037272229
