"year","actual_west_germany","synthetic_west_germany","gap"
1960,10601.7960963461,9242.27759925365,1359.51849709246
1961,10945.6634958615,9612.35794742197,1333.30554843957
1962,11321.9698614453,9968.29176390131,1353.67809754399
1963,11531.2116192574,10336.0719204322,1195.13969882521
1964,12175.0134022717,10946.1875584364,1228.8258438353
1965,12684.5152585493,11389.9735452539,1294.54171329544
1966,12920.5693203195,11995.1968712944,925.372449025093
1967,12850.85344019,12398.1326804366,452.720759753334
1968,13505.6027505478,13043.6357009662,461.967049581628
1969,14373.7312979591,13789.4425486081,584.288749351002
1970,14953.6356232096,14252.9738125719,700.661810637674
1971,15259.6025695008,14751.1911957739,508.411373726836
1972,15821.0649031841,15510.4993818621,310.565521322009
1973,16494.6630431242,16248.4984910366,246.164552087654
1974,16621.074466404,16470.2696999376,150.804766466412
1975,16536.9060539396,16439.5518538368,97.3542001027126
1976,17439.2265251338,17131.4784639413,307.748061192473
1977,18061.0970217184,17840.6283799617,220.468641756681
1978,18627.0986493566,18161.5730460761,465.525603280425
1979,19389.2560597127,18921.6309549884,467.625104724306
1980,19597.2404486765,19119.9059876155,477.334461061095
1981,19663.6801548029,19235.7879694081,427.892185394805
1982,19600.0430478697,19368.2248674105,231.818180459202
1983,19977.2448193454,19960.0740676306,17.1707517147988
1984,20624.3263463134,20413.5898923207,210.73645399266
1985,21157.9100827657,21021.0033190922,136.906763673549
1986,21626.6492451571,21521.6084514362,105.040793720858
1987,21925.4534035316,21970.7913852811,-45.3379817494642
1988,22600.756663086,22784.7613790826,-184.004715996591
1989,23249.3574934324,23580.8787417204,-331.521248287976
1990,24010.5221314767,24310.9425872643,-300.420455787607
1991,24913.2956120093,24704.3887641559,208.906847853385
1992,24976.6882217091,24976.2707831342,0.417438574862899
1993,24247.6732101617,24982.9354304975,-735.26222033583
1994,24532.9399538107,25470.0598950252,-937.119941214485
1995,24659.7251732102,26042.8684344618,-1383.14326125163
1996,24786.5103926097,26666.3912438913,-1879.88085128152
1997,25198.5623556582,27243.6680055798,-2045.10564992156
1998,25769.0958429562,27913.14337048,-2144.04752752374
1999,26276.2367205543,28711.7163268559,-2435.47960630161
2000,27036.9480369515,29551.4272000681,-2514.47916311659
2001,27449,29737.8259969925,-2288.8259969925
2002,27258.8221709008,29916.4652519508,-2657.64308105004
2003,27036.9480369515,30200.3825466923,-3163.43450974085
