"year","actual_west_germany","synthetic_west_germany","gap"
1960,3387.38761233726,3249.41592470169,137.971687635574
1961,3497.25693625367,3386.95994484962,110.296991404052
1962,3617.49085790601,3513.17667602876,104.314181877243
1963,3684.34584473609,3633.22494360947,51.120901126616
1964,3890.0474225409,3831.01395156372,59.0334709771773
1965,4052.8387326862,3968.21329383553,84.6254388506745
1966,4128.26053833267,4133.81892178356,-5.55838345089524
1967,4105.98556656489,4271.09993535211,-165.114368787214
1968,4315.1849968253,4476.88422720049,-161.699230375184
1969,4592.56138292943,4721.11415274306,-128.55276981363
1970,4777.84703734521,4876.86647125922,-99.0194339140053
1971,4875.60675977646,5034.81522809519,-159.208468318731
1972,5055,5248.15424703238,-193.154247032383
1973,5270.22183356394,5470.61189924127,-200.390065677337
1974,5310.61163972362,5511.97762567845,-201.365985954829
1975,5283.71892879604,5402.43773237596,-118.718803579918
1976,5572.02000143551,5554.53460618647,17.4853952490475
1977,5770.71429789861,5748.65120483824,22.0630930603702
1978,5951.55789124834,5861.30648846345,90.2514027848929
1979,6195.07536197023,6056.15766172779,138.917700242436
1980,6261.52860596145,6153.34691014834,108.181695813113
1981,6282.75680498117,6207.59563692262,75.1611680585511
1982,6262.42406647615,6192.39813182127,70.0259346548728
1983,6382.94407991886,6335.9599378059,46.9841421129513
1984,6589.69357110924,6518.95494823078,70.738622878459
1985,6760.17930037413,6723.35423701779,36.825063356333
1986,6909.9464924303,6869.86131798176,40.0851744485308
1987,7005.41762726392,7008.50250627507,-3.08487901115586
1988,7221.18426484092,7259.9413781033,-38.7571132623762
1989,7428.41918976314,7518.14024140075,-89.7210516376108
1990,7671.61945907874,7740.89337582678,-69.2739167480386
1991,7960.06527306272,7794.70857768822,165.356695374494
1992,7980.31989207815,7844.06383622873,136.256055849417
1993,7747.39177340071,7834.68438747321,-87.2926140724994
1994,7838.53755897016,7961.51244723774,-122.974888267579
1995,7879.04679700099,8099.05230389913,-220.005506898146
1996,7919.55603503185,8264.38828565612,-344.832250624263
1997,8051.21105863213,8446.35390176972,-395.14284313759
1998,8233.50262977098,8638.54412851323,-405.041498742246
1999,8395.53958189437,8843.15862220402,-447.619040309648
2000,8638.59501007949,9110.94773956875,-472.352729489263
2001,8770.25003367977,9171.21758320951,-400.967549529747
2002,8709.4861766335,9186.01914613799,-476.532969504491
2003,8638.59501007949,9243.07983543594,-604.484825356456
