"year","actual_west_germany","synthetic_west_germany","gap"
1960,8661.33677504345,8193.47299218603,467.863782857421
1961,8942.26571633746,8531.46081234101,410.80490399645
1962,9249.69628124305,8833.16685366049,416.529427582564
1963,9420.64027180305,9134.46497109404,286.175300709005
1964,9946.60625043399,9626.3486800064,320.257570427597
1965,10362.8533773006,9971.68805744096,391.165319859665
1966,10555.7021840054,10413.6457556226,142.056428382848
1967,10498.7464841521,10732.6852782062,-233.938794054171
1968,11033.6562512048,11232.8137657548,-199.157514549999
1969,11742.8902003231,11830.0164995669,-87.1262992438224
1970,12216.6539487156,12241.6687368681,-25.0147881524754
1971,12466.6194017178,12654.4041328252,-187.78473110744
1972,12925.316618146,13221.6198836553,-296.303265509356
1973,13475.6252911335,13790.3545392155,-314.729248082027
1974,13578.8994815903,13937.7890880662,-358.889606475859
1975,13510.136513547,13718.9896053208,-208.853091773846
1976,14247.3041980606,14167.3958091269,79.9083889336471
1977,14755.3529996442,14702.3899494393,52.9630502049386
1978,15217.7586776677,14964.4355307043,253.323146963399
1979,15840.4175127083,15508.4321987511,331.985313957153
1980,16010.3342721325,15730.0847032552,280.249568877305
1981,16064.6134399986,15844.1903275742,220.423112424411
1982,16012.6239082693,15843.9628346513,168.661073618056
1983,16320.7859918638,16250.4297039857,70.3562878781449
1984,16849.4314190204,16675.9269662898,173.504452730609
1985,17285.3526909539,17182.4256978427,102.926993111254
1986,17668.2979681719,17563.7758322252,104.522135946652
1987,17912.4116468303,17906.4388746909,5.97277213939014
1988,18464.1133493655,18535.8393265034,-71.7259771378558
1989,18994,19181.0083733125,-187.008373312547
1990,19615.8477710232,19741.7123434548,-125.864572431572
1991,20353.3855500384,19914.5942431736,438.791306864779
1992,20405.175335153,20072.7786404433,332.396694709787
1993,19809.5928063351,20062.0351512033,-252.442344868294
1994,20042.6468393508,20415.0103709594,-372.363531608607
1995,20146.22640958,20794.0532873191,-647.826877739171
1996,20249.8059798092,21229.7460274179,-979.940047608681
1997,20586.4395830541,21701.7418126858,-1115.30222963166
1998,21052.5476490856,22244.3242587695,-1191.77660968393
1999,21466.8659300023,22831.6079754294,-1364.74204542714
2000,22088.3433513775,23516.446702828,-1428.10335145051
2001,22424.9769546224,23669.9059907852,-1244.92903616275
2002,22269.6075992787,23753.661735126,-1484.05413584735
2003,22088.3433513775,23927.1223855268,-1838.7790341493
